Country,Age group,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Italy,40-44,"22,4","23,0","22,9","21,1","20,7","19,2","18,9","18,2","17,3","17,0","16,0","15,8","14,7","14,0","13,7","12,4","11,0","9,5","8,6","7,1","6,4","5,9","5,4","5,1","5,0","4,9","4,8","5,1","5,3","5,1","5,4","5,3","5,7","5,5","5,7","6,3","6,4","7,7","7,6","7,3","7,8","8,2","8,8","9,5","10,1","10,7","11,4","12,1","12,8","13,5","14,0","14,6","15,1","15,2","15,1","15,4","15,6","15,7","15,7","15,6","15,4","15,9"
Italy,45-49,"1,8","1,6","1,5","1,2","1,3","1,9","2,1","1,7","1,5","1,3","1,2","1,2","1,0","1,0","0,9","0,9","0,9","0,8","0,7","0,6","0,5","0,4","0,4","0,4","0,3","0,3","0,3","0,3","0,3","0,3","0,2","0,2","0,4","0,3","0,3","0,3","0,3","0,5","0,2","0,5","0,4","0,4","0,4","0,4","0,4","0,4","0,5","0,6","0,7","0,8","0,8","1,0","1,1","1,1","1,1","1,2","1,3","1,4","1,4","1,5","1,4","1,3"
Netherlands,15-19,"16,3","17,3","17,7","18,8","19,6","21,0","22,3","22,5","21,7","22,8","22,6","22,3","20,0","17,3","15,2","12,6","11,3","10,1","9,4","8,9","9,2","9,0","8,2","7,7","7,4","6,8","6,8","6,7","7,2","7,6","8,3","8,3","7,7","7,2","6,9","5,9","5,6","6,0","6,3","6,7","7,4","7,8","7,6","7,1","6,3","5,8","5,2","5,2","5,2","5,3","5,1","4,8","4,5","3,9","3,7","3,2","3,0","2,8","2,6","2,5","2,4","2,0"
Netherlands,20-24,"120,3","127,8","132,2","136,6","139,2","140,3","138,6","139,9","139,3","144,5","136,8","132,1","124,7","112,3","105,6","97,9","94,5","87,9","85,4","81,7","80,2","74,6","69,4","65,7","64,2","60,6","58,0","54,3","51,3","49,1","48,2","46,1","43,4","41,3","41,1","39,1","37,5","38,5","38,6","39,1","41,4","40,9","41,2","41,3","40,9","39,7","39,1","39,0","38,5","38,1","37,3","35,5","34,0","32,5","31,8","29,5","28,2","26,3","25,2","23,7","22,1","21,4"
Netherlands,25-29,"208,4","214,7","212,8","214,5","213,5","207,2","200,5","194,1","190,5","195,1","185,0","172,0","163,0","149,2","143,3","137,6","138,0","136,6","139,9","139,2","142,6","139,8","132,5","129,4","131,1","131,4","134,1","132,1","127,7","124,5","126,4","123,1","117,4","113,8","111,0","106,4","104,5","104,6","108,7","109,5","112,2","109,2","109,3","109,6","107,3","106,1","107,1","106,1","110,5","111,7","111,9","108,9","107,1","103,5","104,5","100,0","99,2","95,0","91,3","89,4","86,4","90,1"
Netherlands,30-34,"152,6","157,8","153,2","152,1","148,8","138,2","128,0","120,5","114,2","115,0","108,3","95,8","82,9","69,7","64,2","60,6","60,4","61,7","63,3","63,3","66,7","66,9","67,1","70,0","73,8","80,6","86,7","91,9","94,9","98,9","106,5","108,5","110,7","112,4","113,8","112,7","114,5","117,6","123,8","125,2","130,2","129,0","131,2","131,3","129,4","127,6","128,8","128,1","133,5","134,8","135,1","133,6","130,6","127,9","132,1","129,0","129,8","127,8","126,3","125,6","124,9","133,5"
Netherlands,35-39,"88,7","88,6","83,9","81,9","79,4","72,9","65,3","60,1","55,0","53,6","48,8","41,1","33,5","27,5","22,5","19,9","18,2","17,2","16,6","16,9","17,5","17,5","18,0","17,8","18,5","19,3","21,2","23,3","25,2","27,8","31,0","33,1","35,2","36,8","38,1","38,9","40,0","41,7","44,3","46,0","49,1","49,9","50,8","52,9","53,3","54,1","54,7","55,5","56,8","57,7","58,6","57,8","57,3","57,7","59,7","59,8","61,6","61,0","60,6","61,9","61,6","65,9"
Netherlands,40-44,"33,1","32,4","30,6","29,1","26,7","23,9","21,2","19,3","16,5","15,7","14,1","12,0","9,2","7,1","5,9","4,7","4,4","3,9","3,5","3,2","3,5","3,5","3,5","3,1","3,2","3,2","3,4","3,5","3,4","3,7","3,7","4,1","4,4","4,7","5,0","5,0","5,1","5,4","5,9","6,3","6,6","6,8","7,0","7,0","7,5","7,5","7,6","7,9","8,1","8,6","9,1","9,1","9,0","8,7","9,5","9,3","10,1","10,4","10,9","11,3","11,6","12,4"
Netherlands,45-49,"2,8","2,8","2,5","2,5","2,2","2,1","2,0","1,7","1,5","1,3","1,1","0,9","0,5","0,5","0,4","0,4","0,3","0,3","0,3","0,3","0,4","0,4","0,4","0,4","0,3","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,3","0,2","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,2","0,3","0,2","0,3","0,3","0,3","0,3","0,3","0,3","0,4","0,4","0,4","0,4","0,4","0,5","0,5","0,5","0,5","0,5","0,5"
Portugal,15-19,"26,6","26,2","27,9","26,7","27,5","27,0","28,6","30,6","30,8","30,5","30,5","30,3","30,8","30,6","33,1","39,3","50,8","50,8","46,1","42,1","42,1","39,2","38,8","37,3","36,8","32,7","30,5","28,5","27,0","25,7","23,7","23,2","22,4","22,5","21,2","20,4","20,6","20,7","20,5","20,8","21,6","20,5","20,9","19,9","19,5","18,9","17,0","16,8","15,9","15,2","14,3","13,1","12,0","10,5","9,1","8,3","7,9","7,8","7,4","7,6","6,5","5,8"
Portugal,20-24,"151,3","152,7","155,8","145,9","150,7","148,9","151,2","154,9","154,6","155,1","151,4","148,1","137,8","129,9","130,2","153,0","180,5","174,0","159,3","149,9","145,6","133,7","130,4","122,2","119,3","106,2","103,3","98,2","97,1","93,3","89,0","84,8","79,9","76,6","70,1","64,8","64,0","63,6","61,3","61,6","62,7","56,3","54,5","51,6","48,9","48,6","46,9","45,5","47,3","45,1","45,5","40,5","37,5","32,9","31,7","32,1","33,5","33,0","32,7","32,9","30,5","27,6"
Portugal,25-29,"178,8","180,3","182,0","177,2","183,0","180,6","181,7","181,1","180,3","181,2","177,0","181,4","174,7","167,2","160,6","160,9","156,0","150,1","138,8","133,4","131,1","127,4","125,2","118,1","115,6","105,7","103,3","102,3","105,3","103,7","107,2","109,1","108,6","106,0","101,6","98,3","99,7","100,7","98,4","99,7","100,7","92,6","92,8","89,4","85,5","85,0","81,0","78,2","79,7","76,0","78,4","75,1","71,4","66,9","65,9","67,8","67,8","68,8","69,5","68,1","68,3","64,1"
Portugal,30-34,"132,6","138,0","138,3","136,8","138,5","135,8","134,4","131,7","129,6","129,8","124,0","124,1","117,4","116,2","109,8","103,5","93,2","88,0","80,4","77,9","76,1","74,7","73,4","69,5","67,8","62,1","60,4","60,5","60,5","60,9","61,7","64,5","66,6","68,5","66,8","68,5","72,7","75,4","79,0","79,8","84,1","80,8","83,4","84,7","83,9","85,6","84,1","83,0","86,0","83,1","86,8","86,3","82,8","79,8","82,0","89,7","92,6","93,0","96,3","96,8","94,2","93,1"
Portugal,35-39,"94,7","97,1","96,4","92,6","95,7","91,5","91,1","89,0","86,9","84,7","79,4","78,2","74,8","73,3","71,6","63,6","56,0","49,8","43,5","40,4","37,7","35,3","33,8","31,2","30,5","28,0","26,0","26,0","24,6","24,1","23,3","24,0","23,8","24,1","24,1","24,8","26,6","28,3","30,1","32,8","34,2","33,6","35,0","35,7","36,2","37,8","38,6","39,5","42,0","41,4","43,9","45,3","43,4","42,4","46,3","51,2","56,1","57,8","61,1","62,5","63,2","61,1"
Portugal,40-44,"43,7","43,9","44,3","42,9","42,8","40,5","39,9","39,2","37,2","36,6","33,0","33,7","31,7","32,0","29,2","26,4","23,4","20,9","18,4","16,4","15,2","13,5","11,5","10,9","9,7","9,0","8,2","7,4","6,9","6,1","5,7","5,7","5,5","5,4","5,2","5,2","5,2","5,5","5,4","6,1","6,6","6,6","6,8","7,1","7,3","7,4","7,7","7,4","7,8","8,0","9,0","9,3","9,0","9,1","9,8","10,8","12,7","13,5","14,3","15,2","15,6","15,9"
Portugal,45-49,"4,0","3,7","3,7","3,5","3,5","3,7","4,0","4,0","3,6","3,3","3,2","3,3","3,1","3,5","2,9","2,6","2,4","2,6","2,2","2,0","1,9","1,7","1,5","1,3","1,1","1,0","0,9","0,7","0,6","0,6","0,5","0,5","0,3","0,4","0,3","0,4","0,3","0,4","0,3","0,3","0,5","0,4","0,4","0,4","0,5","0,4","0,4","0,3","0,4","0,5","0,4","0,4","0,5","0,5","0,6","0,5","0,7","0,7","0,9","0,9","1,1","1,2"
Slovak Republic,15-19,"49,9","49,8","46,9","46,8","44,2","40,5","39,8","39,4","38,6","41,1","39,1","39,0","40,5","39,7","44,4","46,4","48,0","47,5","48,8","48,8","48,2","46,2","48,3","50,5","51,5","51,8","50,5","50,2","48,4","46,7","45,3","49,9","47,2","45,5","38,1","32,3","30,3","28,4","26,7","25,4","23,8","21,2","21,2","20,5","20,3","20,3","20,3","20,7","21,6","21,9","23,0","22,0","21,6","22,1","23,7","24,3","26,2","26,7","26,3","26,9","25,8","26,0"
Slovak Republic,20-24,"224,5","221,3","215,6","219,7","217,6","212,4","207,7","196,4","192,1","195,2","196,6","197,1","201,0","207,3","213,4","208,5","209,7","208,0","210,2","212,6","205,4","201,6","203,9","202,8","202,4","203,5","197,0","191,6","190,7","185,3","187,1","181,8","168,1","158,9","139,6","124,4","115,0","107,5","99,1","90,5","84,3","73,3","68,4","65,0","65,4","61,4","57,1","54,6","55,4","57,2","54,2","52,3","49,0","49,3","48,9","50,0","53,6","55,8","57,2","57,7","58,3","59,8"
Slovak Republic,25-29,"165,1","161,2","156,6","163,7","163,0","158,5","151,2","139,2","132,6","137,7","137,3","141,0","146,3","155,9","155,7","152,5","150,2","147,3","142,9","141,4","131,5","129,9","128,1","127,2","125,2","123,7","122,3","119,0","120,8","116,8","116,5","111,4","105,9","104,2","95,0","90,6","91,5","91,0","90,4","89,9","89,2","84,3","83,4","85,6","88,0","89,0","85,8","84,9","87,9","93,6","89,6","89,4","83,4","81,8","81,0","83,3","87,6","89,7","90,3","91,4","94,9","96,7"
Slovak Republic,30-34,"97,3","94,0","86,9","92,7","93,0","88,3","82,1","74,8","71,2","70,1","70,5","70,4","72,0","72,4","72,7","68,6","68,8","64,4","63,9","62,0","55,8","56,1","54,2","54,1","52,4","51,4","49,7","47,6","48,2","46,0","46,3","44,7","43,7","44,9","42,1","40,0","40,0","41,1","41,6","42,4","44,2","43,5","46,1","50,5","55,0","59,2","62,9","66,4","72,9","79,7","81,8","85,7","76,1","76,0","78,6","80,9","84,1","86,4","87,5","87,8","89,0","92,2"
Slovak Republic,35-39,"51,6","48,9","43,9","46,4","45,8","43,3","39,2","36,1","32,8","32,0","29,8","29,9","30,2","29,2","29,2","27,1","26,0","24,5","23,2","20,8","18,9","19,4","18,1","18,7","17,5","17,8","16,7","16,0","16,0","15,5","15,2","15,0","15,5","15,4","14,8","13,8","14,7","15,1","14,8","15,3","15,9","15,4","16,2","17,1","18,7","20,6","22,1","24,2","27,3","31,4","33,2","35,4","32,8","33,7","35,4","36,0","38,1","39,0","40,2","41,2","41,3","43,1"
Slovak Republic,40-44,"18,3","16,0","15,5","14,4","13,9","12,8","11,2","9,9","9,3","8,6","8,3","8,1","7,7","7,8","7,0","6,2","5,9","5,5","5,1","4,2","4,3","3,8","3,5","3,2","3,2","2,8","2,8","2,7","2,6","2,6","2,9","3,0","3,2","3,1","2,9","2,8","2,6","2,7","2,8","2,8","3,0","3,0","3,0","3,1","3,7","3,6","3,7","4,1","4,4","5,5","5,8","6,3","5,8","5,8","6,4","7,0","7,1","7,4","7,6","8,0","8,4","8,5"
Slovak Republic,45-49,"1,5","0,9","0,8","0,7","0,8","1,0","1,1","0,9","0,7","0,7","0,6","0,4","0,4","0,5","0,5","0,4","0,4","0,3","0,3","0,3","0,2","0,3","0,2","0,2","0,2","0,1","0,1","0,1","0,2","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,3","0,2","0,3","0,4","0,2","0,2","0,2","0,2","0,4","0,2","0,3","0,4","0,5","0,4"
Switzerland,15-19,"15,7","24,5","25,4","27,8","29,3","29,9","30,9","31,7","31,6","22,8","22,6","21,7","20,5","19,5","17,6","15,3","12,6","10,5","10,0","9,7","9,9","9,7","9,4","8,0","7,8","6,6","6,4","6,0","6,6","6,7","6,9","8,0","7,3","6,7","6,0","5,5","5,6","5,6","5,6","5,9","6,0","5,4","5,4","5,2","5,1","5,1","4,5","4,3","4,3","4,1","3,9","3,3","3,4","3,0","2,9","2,6","2,9","2,4","2,3","2,0","1,7","1,3"
Switzerland,20-24,"124,0","142,4","150,1","154,9","156,6","155,4","149,4","147,0","141,9","127,9","125,7","123,8","115,6","107,7","103,2","94,5","89,0","84,7","79,6","80,1","79,9","79,6","78,2","74,6","71,8","66,4","64,0","59,8","60,2","57,7","58,9","58,7","57,2","53,2","50,2","50,3","49,1","47,8","47,2","48,6","46,7","41,5","40,7","39,9","39,4","37,8","37,6","36,1","35,3","33,9","33,8","31,9","30,4","29,9","28,4","28,2","27,4","25,8","24,5","23,1","21,4","20,5"
Switzerland,25-29,"166,1","168,5","172,2","177,1","175,3","170,5","165,4","155,3","147,9","147,0","140,5","137,7","132,3","129,1","125,8","121,0","118,3","120,4","120,5","122,9","125,2","123,9","125,9","123,8","125,2","126,4","128,2","126,4","130,3","127,8","126,4","124,1","122,3","115,5","114,0","110,7","110,9","106,9","104,3","102,3","101,6","91,1","89,9","87,4","87,0","85,4","84,7","84,0","84,4","82,4","83,5","82,0","80,9","80,8","80,2","79,9","79,6","78,4","76,9","74,4","74,4","75,3"
Switzerland,30-34,"110,8","104,6","103,1","105,6","105,8","101,4","97,9","93,0","87,9","90,0","84,7","80,8","75,1","70,5","68,7","64,1","63,7","65,5","66,6","67,4","70,5","70,7","72,8","73,0","75,2","77,7","81,3","83,7","88,0","90,4","92,2","93,2","95,3","93,5","93,1","94,0","97,3","96,3","96,0","96,8","99,5","93,6","94,5","95,0","98,6","99,4","101,3","103,8","106,1","108,5","110,8","110,6","113,0","110,7","114,3","114,0","114,9","113,5","114,0","112,5","113,0","119,1"
Switzerland,35-39,"53,7","49,1","49,9","48,8","49,2","46,8","44,8","41,3","39,1","40,6","38,2","35,8","32,3","29,0","26,4","23,0","21,4","21,4","20,6","20,7","21,0","21,4","21,1","20,5","21,8","22,4","23,0","24,3","26,3","27,9","29,4","30,6","31,2","31,2","32,5","32,9","34,6","35,3","36,6","38,1","40,1","38,9","40,4","42,0","45,1","47,3","49,4","52,5","55,6","58,9","60,5","63,1","64,2","65,6","68,1","68,8","69,6","69,4","70,6","68,6","67,9","72,6"
Switzerland,40-44,"17,7","14,4","14,5","13,9","13,4","12,7","12,1","11,5","10,3","11,4","10,3","9,5","8,4","7,5","6,1","5,7","4,8","4,3","4,2","3,6","3,7","3,3","3,4","3,4","3,6","3,4","3,4","3,4","3,5","3,8","3,8","4,4","4,6","4,3","4,8","4,7","5,1","5,5","5,8","5,9","6,3","6,6","6,8","7,2","7,5","8,3","9,0","9,4","9,9","10,6","11,3","11,7","12,4","12,6","13,5","14,3","14,7","14,9","15,4","15,4","14,8","15,2"
Switzerland,45-49,"1,3","1,0","0,9","0,8","0,7","0,8","0,7","0,8","0,8","0,9","0,9","0,8","0,7","0,6","0,5","0,3","0,4","0,3","0,3","0,2","0,3","0,2","0,2","0,1","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,2","0,2","0,1","0,1","0,2","0,2","0,2","0,2","0,3","0,2","0,3","0,3","0,2","0,3","0,3","0,5","0,5","0,6","0,5","0,7","0,7","0,8","0,8","0,9","0,9","1,0","1,0","1,1","1,1","1,0"
United States,15-19,"88,5","88,1","81,8","76,6","73,1","70,4","70,7","67,4","65,6","65,4","68,3","64,5","61,7","59,3","57,5","55,6","52,8","52,8","51,5","52,3","53,0","52,2","52,4","51,4","50,6","51,0","50,2","50,6","53,0","57,3","59,9","61,8","60,3","59,0","58,2","56,0","53,5","51,3","50,3","48,8","47,7","45,0","42,6","41,1","40,5","39,7","41,1","41,5","40,2","37,9","34,2","31,3","29,4","26,5","24,2","22,3","20,3","18,8","17,4","16,7","15,0","13,9"
United States,20-24,"255,7","251,5","241,5","229,7","218,1","195,8","184,7","173,7","166,5","165,6","167,8","150,1","130,2","119,7","117,7","113,0","110,3","112,9","109,9","112,8","115,1","112,2","111,6","107,8","106,8","108,3","107,4","107,9","110,2","113,8","116,5","115,3","113,7","111,3","109,2","107,5","107,8","107,3","108,4","107,9","109,7","105,6","103,1","102,3","101,5","101,8","105,5","105,4","101,8","96,2","90,0","85,3","83,1","80,7","79,0","76,8","73,8","71,0","68,0","66,6","63,3","61,5"
United States,25-29,"198,0","197,1","190,5","184,8","178,6","161,3","148,1","141,9","140,4","143,3","145,1","134,1","117,7","112,2","111,5","108,2","106,2","111,0","108,5","111,4","112,9","111,5","111,0","108,5","108,7","111,0","109,8","111,6","114,4","117,6","120,2","117,2","115,7","113,2","111,0","108,8","108,6","108,3","110,2","111,2","113,5","113,8","114,7","116,7","116,5","116,5","118,0","118,1","115,0","111,5","108,3","107,2","106,5","105,5","105,8","104,3","102,1","98,0","95,3","93,7","90,9","93,0"
United States,30-34,"113,2","113,2","108,6","105,7","103,2","94,2","84,9","78,4","74,1","73,4","73,3","67,3","59,8","55,6","53,8","52,3","53,6","56,4","57,8","60,3","61,9","61,4","64,1","64,9","67,0","69,1","70,1","72,1","74,8","77,4","80,8","79,2","79,6","79,9","80,4","81,1","82,1","83,0","85,2","87,1","91,2","91,8","92,6","95,7","96,2","96,7","98,9","100,6","99,4","97,5","96,5","96,5","97,3","98,0","100,8","101,5","102,7","100,3","99,7","98,3","94,9","97,6"
United States,35-39,"56,3","55,7","52,7","51,2","49,9","46,2","41,9","38,3","35,3","33,1","31,7","28,7","24,8","22,1","20,2","19,5","19,0","19,2","19,0","19,5","19,8","20,0","21,2","22,0","22,9","24,0","24,4","26,3","28,1","29,9","31,7","31,9","32,3","32,7","33,4","34,0","34,9","35,7","36,9","37,8","39,7","40,5","41,6","43,9","45,5","46,4","47,5","47,6","46,8","46,1","45,9","47,2","48,3","49,3","51,0","51,8","52,7","52,3","52,6","52,8","51,8","53,7"
United States,40-44,"15,4","15,6","14,9","14,2","13,9","12,8","11,7","10,6","9,6","8,8","8,1","7,1","6,2","5,4","4,8","4,6","4,3","4,2","3,9","3,9","3,9","3,8","3,9","3,9","3,9","4,0","4,1","4,4","4,8","5,2","5,5","5,5","5,9","6,1","6,4","6,6","6,8","7,1","7,4","7,4","8,0","8,1","8,3","8,7","9,0","9,1","9,4","9,6","9,9","10,0","10,2","10,3","10,4","10,4","10,6","11,0","11,4","11,6","11,8","12,0","11,8","12,0"
United States,45-49,"0,9","0,9","0,9","0,9","0,8","0,8","0,7","0,7","0,6","0,5","0,5","0,4","0,4","0,3","0,3","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,3","0,4","0,4","0,4","0,5","0,5","0,5","0,5","0,5","0,6","0,6","0,6","0,7","0,7","0,7","0,7","0,7","0,8","0,8","0,8","0,9","0,9","0,9","0,9","0,9","0,9"
China,15-19,"46,0","40,4","34,8","58,2","78,8","70,2","58,4","56,4","43,0","54,6","45,0","44,4","39,8","32,0","27,8","24,7","22,9","21,0","16,8","12,6","12,2","14,1","22,0","25,3","24,8","25,7","25,5","25,6","24,5","22,9","24,0","19,1","17,7","17,1","14,9","14,5","7,0","3,0","3,0","2,6","6,0","2,7","2,7","5,3","5,6","6,3","4,6","3,8","5,3","6,2","5,9","6,2","6,7","7,8","11,2","9,2",..,..,..,..,..,
China,20-24,"195,8","184,6","165,4","288,2","347,8","295,4","288,8","298,6","255,4","307,4","274,6","283,2","269,2","243,8","227,6","188,8","175,7","164,9","154,0","154,9","161,5","165,2","212,4","193,0","177,1","184,6","193,3","210,1","203,4","191,0","197,8","158,8","150,1","145,3","133,8","138,8","152,1","128,9","126,4","122,0","114,5","107,7","113,2","122,7","120,9","114,5","101,5","93,7","94,6","86,6","69,5","66,5","72,8","69,5","79,8","55,0",..,..,..,..,..,
China,25-29,"221,8","204,4","174,6","323,2","374,2","308,4","311,2","321,8","286,8","345,2","310,8","312,2","302,2","285,0","270,8","242,3","233,2","220,4","214,0","217,3","211,8","193,1","218,3","190,1","168,8","161,2","157,5","165,8","165,2","158,2","163,3","119,2","105,8","99,5","94,1","98,5","109,1","121,9","118,4","118,8","101,2","115,4","106,1","102,4","107,6","91,7","99,7","103,8","101,4","96,6","84,1","77,2","96,8","94,0","93,6","74,3",..,..,..,..,..,
China,30-34,"187,2","168,6","143,4","268,8","326,0","261,0","257,0","264,0","226,6","281,2","241,0","253,0","234,8","213,0","192,6","153,6","136,8","119,6","108,9","104,3","91,8","74,4","80,4","68,4","60,3","60,6","63,1","74,2","69,2","59,3","64,7","47,5","41,6","39,6","35,8","35,2","31,0","35,0","37,8","40,0","28,6","40,1","42,7","38,3","42,2","40,2","47,0","52,3","53,9","50,3","45,8","40,9","50,8","50,8","49,0","45,3",..,..,..,..,..,
China,35-39,"136,2","136,6","94,0","185,8","253,6","193,0","195,6","205,8","164,4","198,2","178,6","178,2","161,2","147,8","126,2","93,6","76,3","64,2","55,3","48,3","40,5","32,4","33,5","26,6","22,5","22,4","23,1","25,0","23,4","20,9","24,9","17,5","14,3","12,9","11,0","10,3","7,0","7,0","9,0","9,8","6,2","9,2","9,7","8,7","10,1","11,0","16,2","20,4","21,9","19,8","18,7","12,6","17,2","18,7","17,0","18,6",..,..,..,..,..,
China,40-44,"65,6","61,6","40,8","70,4","108,4","95,6","92,6","93,6","78,6","94,8","84,6","82,4","73,8","68,2","55,6","46,7","37,7","31,3","26,2","21,5","17,1","14,0","14,1","11,7","9,5","9,3","9,0","8,4","8,0","6,7","6,2","4,8","4,1","3,6","3,3","3,2","2,0","1,0","2,0","1,3","1,5","1,8","1,9","1,8","1,9","2,1","4,4","6,7","9,9","7,6","7,5","3,4","5,5","4,7","4,0","5,4",..,..,..,..,..,
China,45-49,"8,0","6,8","4,4","10,0","12,0","11,0","11,6","11,6","7,8","10,2","10,0","9,0","7,4","7,0","7,2","9,3","7,2","6,9","5,1","4,3","3,9","3,3","3,3","2,6","2,0","1,9","2,0","2,3","2,3","2,1","1,9","1,2","1,2","1,1","0,9","1,0","1,0","1,0","1,0","0,4","0,7","0,6","0,4","0,6","0,4","0,8","2,3","5,2","6,7","5,8","4,7","1,3","1,6","1,8","1,1","3,1",..,..,..,..,..,
Bulgaria,15-19,"74,6","71,9","68,5","68,0","70,4","68,0","65,0","67,5","74,8","73,7","70,9","69,1","68,7","72,2","74,2","74,6","77,3","77,8","77,4","80,1","80,4","78,1","82,8","79,8","78,1","76,0","76,4","76,0","76,9","73,8","71,1","70,7","68,5","65,4","59,0","51,9","49,7","43,7","43,8","47,8","45,6","42,8","40,9","39,8","41,1","39,3","41,2","42,1","44,2","47,5","42,0","41,7","42,5","42,0","41,3","39,4","38,2","38,2","38,9","39,3","37,9","36,5"
Bulgaria,20-24,"187,2","185,2","182,4","181,8","184,0","175,4","175,2","176,9","197,3","194,3","189,2","186,5","181,1","194,0","204,6","198,3","202,8","203,2","200,4","202,4","192,9","188,6","186,1","183,7","181,8","177,4","183,0","178,1","180,5","175,8","166,0","151,5","137,3","126,1","114,0","100,6","98,3","85,2","84,7","90,5","89,7","84,4","84,1","83,4","85,5","83,2","84,6","82,9","84,0","84,6","76,3","70,4","70,1","69,5","71,2","69,7","70,3","71,5","69,3","69,3","67,6","67,3"
Bulgaria,25-29,"120,1","119,3","114,8","113,5","107,7","104,5","102,1","101,3","118,3","120,3","111,6","106,1","101,8","108,6","120,1","115,2","112,2","105,7","100,8","98,7","92,8","90,2","90,9","92,3","93,1","91,4","92,1","91,0","91,3","86,0","81,3","70,1","65,0","64,4","65,7","61,8","64,6","57,0","59,9","69,1","72,9","70,2","73,6","76,5","79,7","84,1","88,9","91,8","94,7","100,1","94,7","90,1","88,9","86,7","88,1","88,1","88,5","88,6","88,8","91,3","89,8","91,7"
Bulgaria,30-34,"51,3","52,1","51,7","49,9","48,2","45,1","41,8","40,3","45,1","47,1","45,0","42,3","39,3","39,7","43,7","42,4","41,0","39,0","36,3","35,3","32,2","32,3","31,1","32,3","33,0","33,3","34,2","32,4","32,1","31,4","30,0","25,7","24,7","24,0","24,0","22,4","23,6","22,4","24,3","28,9","32,3","32,5","34,3","37,7","42,5","48,4","53,6","58,0","63,4","68,3","69,2","66,8","65,8","64,6","68,5","69,7","71,2","71,5","72,3","72,8","71,3","73,6"
Bulgaria,35-39,"19,7","19,4","19,2","18,1","16,9","16,7","15,3","14,6","15,6","15,8","14,8","13,5","12,4","12,9","13,4","12,9","13,1","12,2","11,1","10,6","9,7","10,0","9,6","9,6","9,6","9,6","10,3","9,9","9,7","10,0","9,7","8,6","8,0","8,2","8,1","7,5","7,7","7,3","7,3","8,4","9,5","9,8","10,0","11,4","13,1","14,8","16,8","19,0","21,1","25,5","27,2","26,9","27,6","27,1","30,1","30,6","31,2","32,7","32,9","34,0","34,0","34,8"
Bulgaria,40-44,"7,2","6,4","6,3","5,4","5,0","4,4","3,8","3,8","3,9","3,4","3,2","3,1","3,1","3,0","3,0","2,9","2,7","2,5","2,1","2,2","2,1","2,0","1,9","2,0","1,9","1,9","2,1","2,1","1,9","1,9","1,9","1,7","1,8","1,8","1,6","1,5","1,6","1,6","1,5","1,6","1,9","1,8","1,7","1,8","2,2","2,2","2,3","2,9","3,3","4,0","4,3","4,5","4,4","4,7","5,4","5,9","6,6","7,1","7,2","7,7","7,8","7,8"
Bulgaria,45-49,"0,9","0,8","0,8","0,6","0,7","0,7","0,7","0,6","0,5","0,5","0,4","0,4","0,3","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,0","0,1","0,1","0,1","0,1","0,0","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,3","0,3","0,4","0,6","0,7","0,8","0,8","0,8","1,1","1,0"
