Country,TIME_PERIOD,COU,Child poverty rate,"Country mean average score in mathematics, by sex","Country mean average score in reading, by sex","Country mean average score in science, by sex",Crude divorce rate (divorces per 1000 people),Crude marriage rate (marriages per 1000 people),Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for partnered mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for sole-parent mothers (15-64 year olds) with at least one child under 15,Fertility rates (births per 1000) for 15-19 year olds,Gender gap (male-less-female) in the employment-to-population rate,Gender gap (male-less-female) in the full-time equivalent employment-to-population rate,Gender wage gap (median) for full-time employees,Infant mortality rate,"Length of paid maternity, parental and home care leave available to mothers in weeks",Length of paid paternity and parental leave reserved for fathers in weeks,Mean age of women at childbirth,Neonatal mortality rate,Post-neonatal mortality rate,Proportion (%) of children (aged 0-14) that live in households where all adults are in employment (working),Proportion (%) of children (aged 0-14) that live in households where at least one adult is in employment and one adult is not in employment (working),Proportion (%) of children (aged 0-14) that live in households with all adults not in employment (jobless),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in full-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in part-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is not in employment (jobless),Proportion (%) of children (aged 0-17) living in 'other' types of household,Proportion (%) of children (aged 0-17) living with a single parent,Proportion (%) of children (aged 0-17) living with two parents,Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school,Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school,Proportion (%) of the population aged 15-19 neither employed nor in education or training,Proportion (%) of the population aged 15-29 neither employed nor in education or training,Proportion (%) of the population aged 20-24 neither employed nor in education or training,Proportion (%) of the population aged 25-29 neither employed nor in education or training,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings,Public social expenditure on cash benefits for families as a % of GDP,Public social expenditure on services and in-kind benefits for families as a % of GDP,Public social expenditure on tax breaks for families as a % of GDP,Share of births outside of marriage (% of all births),Total fertility rate,Total public social expenditure on families as a % of GDP
Denmark,2009,DNK,,503.35,494.79999999999995,499.4,2.7,6.0,,,,5.46,5.3,10.5,10.17,3.1,50.0,2.0,30.5,2.3,0.8,,,,,,,1.1,25.0,73.8,,,4.2,8.833333333333334,12.1,11.299999999999999,-10.0,-17.5,1.6,2.4,0.0,46.8,1.84,4.1
Denmark,2010,DNK,,,,,2.6,5.6,,,,5.0,4.7,11.0,8.9,3.4,50.0,2.0,30.6,2.6,0.8,,,,,,,1.4,25.0,73.7,,96.9,6.5,11.9,13.966666666666667,17.2,-8.4,-17.0,1.6,2.3,0.0,47.3,1.87,3.9
Denmark,2011,DNK,3.5,,,,2.6,4.9,83.0,85.3,76.4,4.56,5.6,12.7,7.95,3.5,50.0,2.0,30.7,2.8,0.7,78.2,13.3,8.6,68.0,8.1,24.0,0.6,24.3,75.0,,97.7,6.1000000000000005,12.766666666666666,14.466666666666667,20.599999999999998,-9.3,-17.3,1.5,2.4,0.0,49.0,1.75,3.9
Denmark,2012,DNK,2.7,500.0,496.2,498.45,2.8,5.1,82.0,84.6,74.3,4.41,5.1,12.2,7.0,3.4,50.0,2.0,30.7,2.9,0.5,77.6,13.5,8.9,67.7,9.2,23.2,4.5,21.5,74.0,,97.5,6.3,13.299999999999999,16.633333333333336,19.5,-9.8,-17.5,1.4,2.4,0.0,50.6,1.73,3.8
Denmark,2013,DNK,2.7,,,,3.4,4.9,82.1,84.2,74.6,4.24,4.9,11.9,6.77,3.5,50.0,2.0,30.8,2.7,0.8,77.3,14.1,8.6,63.9,9.9,26.2,3.0,21.5,75.5,,97.6,6.266666666666667,12.6,15.066666666666668,19.23333333333333,-8.1,-17.0,1.4,2.3,0.0,51.5,1.67,3.7
Denmark,2014,DNK,2.9,,,,3.4,5.0,80.4,82.3,73.2,3.64,6.1,12.6,6.32,4.0,50.0,2.0,30.9,3.1,0.9,77.0,14.1,8.9,65.8,8.3,26.0,4.7,22.3,73.0,,97.5,4.466666666666666,13.133333333333333,16.099999999999998,18.066666666666666,-6.3,-16.2,1.4,2.2,0.0,52.5,1.69,3.6
Denmark,2015,DNK,2.9,511.09999999999997,499.9,501.9,2.9,5.1,80.8,83.1,73.3,3.4,6.5,14.1,5.84,3.7,50.0,2.0,31.0,3.0,,78.6,12.6,8.8,66.2,8.4,25.3,1.5,25.8,72.7,,98.0,4.366666666666667,11.433333333333332,13.700000000000001,16.033333333333335,,,1.4,2.2,0.0,53.8,1.71,3.5
Denmark,2016,DNK,3.7,,,,3.0,5.4,82.5,84.6,74.6,3.53,5.7,13.8,5.73,3.1,50.0,2.0,31.0,2.6,,79.0,12.3,8.7,65.1,9.3,25.5,0.8,23.5,75.7,,97.6,3.0,9.700000000000001,11.666666666666666,13.933333333333332,,,1.4,2.1,0.0,54.0,1.79,3.5
Denmark,2017,DNK,4.7,,,,2.6,5.5,81.7,83.3,75.5,2.78,5.5,13.4,5.3,3.8,50.0,2.0,31.1,3.1,,77.6,12.7,9.6,66.4,7.1,26.5,1.1,20.4,78.5,56.1,97.5,4.6,12.666666666666666,15.566666666666668,17.033333333333335,,,1.3,2.1,0.0,54.2,1.75,3.4
Denmark,2018,DNK,,509.4,501.15,492.65,2.6,5.6,81.9,83.1,77.1,2.43,5.7,13.6,4.86,3.7,50.0,2.0,31.2,2.8,,78.6,13.3,8.0,67.9,9.5,22.5,1.2,20.6,78.2,56.0,99.5,4.033333333333333,12.033333333333333,13.5,17.633333333333333,,,1.3,2.1,0.0,54.2,1.73,3.4
Denmark,2019,DNK,,,,,1.8,5.3,81.8,83.4,75.4,2.02,5.9,13.7,5.06,,50.0,2.0,31.3,,,,,,,,,,,,55.8,97.7,4.433333333333334,11.6,12.700000000000001,16.8,,,1.3,2.0,0.0,54.1,1.7,3.3
Denmark,2020,DNK,,,,,2.7,4.9,81.1,82.4,75.9,1.64,6.0,12.8,4.99,,50.0,2.0,31.4,,,,,,,,,,,,55.3,97.6,4.3,11.700000000000001,13.766666666666666,16.0,,,,,,54.2,1.67,
Denmark,2021,DNK,,,,,,,81.6,83.4,75.0,1.31,5.8,16.0,,,50.0,2.0,31.6,,,,,,,,,,,,,,4.833333333333333,10.9,11.6,15.299999999999999,,,,,,,1.72,
Denmark,2022,DNK,,,,,,,,,,,,,,,50.0,2.0,,,,,,,,,,,,,,,3.5666666666666664,10.299999999999999,11.733333333333334,14.6,,,,,,,1.55,
Estonia,2001,EST,,,,,3.1,4.1,61.5,57.7,71.7,24.81,7.0,11.4,,8.8,,,27.1,5.0,3.8,49.0,36.3,14.6,66.7,4.3,29.0,,,,,,,,,,,,1.4,0.3,,56.2,1.32,
Estonia,2002,EST,,,,,3.0,4.2,62.5,62.3,63.4,22.96,6.5,10.4,25.0,5.7,,,27.4,3.6,2.1,51.4,35.1,13.5,66.7,1.5,31.8,,,,,,,,,,,,1.3,0.3,,56.3,1.36,
Estonia,2003,EST,,,,,2.9,4.2,63.0,60.8,69.1,22.0,6.6,11.8,,7.0,,,27.6,4.0,3.0,49.4,38.8,11.8,59.5,2.0,38.5,,,,,,3.2999999999999994,15.133333333333333,18.033333333333335,25.53333333333333,,,1.2,0.3,,57.8,1.36,
Estonia,2004,EST,,,,,3.1,4.4,65.3,62.1,73.3,22.61,4.7,9.7,,6.4,,,27.8,4.1,2.3,50.0,35.7,14.2,55.5,5.5,39.0,1.4,25.7,72.8,,,7.6000000000000005,15.333333333333334,19.5,19.8,,,1.6,0.3,,58.0,1.47,
Estonia,2005,EST,,,,,3.0,4.5,63.3,62.6,65.5,22.57,3.3,9.7,,5.4,,,28.1,3.3,2.1,52.3,36.6,11.1,60.0,4.7,35.3,1.4,26.5,72.1,,83.8,5.2,14.799999999999999,16.333333333333332,24.0,0.7,0.0,1.4,0.3,,58.5,1.52,
Estonia,2006,EST,,514.55,501.3,531.45,2.8,5.2,68.3,67.3,72.3,22.93,5.8,12.5,27.86,4.4,,,28.2,2.7,1.7,57.3,35.7,7.0,71.2,4.2,24.6,1.3,23.7,74.9,,,3.7000000000000006,11.4,15.366666666666667,15.633333333333333,1.2,0.0,1.4,0.3,,58.2,1.58,
Estonia,2007,EST,,,,,2.8,5.2,68.9,67.3,74.6,25.09,7.1,12.4,,5.0,,,28.4,2.9,2.1,55.5,37.3,7.1,68.3,5.4,26.2,1.7,21.7,76.5,,,5.7,13.066666666666668,15.299999999999999,18.566666666666666,0.8,0.0,1.3,0.3,,57.8,1.69,
Estonia,2008,EST,,,,,2.6,4.6,68.7,66.2,77.7,23.8,7.0,11.7,,5.0,,,28.7,3.2,1.8,56.3,36.6,7.1,75.0,3.9,21.1,1.4,21.0,77.6,,,4.866666666666666,11.366666666666667,10.666666666666666,18.666666666666668,1.2,0.0,1.7,0.5,,59.0,1.72,
Estonia,2009,EST,,511.95,501.7,527.8499999999999,2.4,4.0,62.8,60.0,73.6,21.04,1.1,0.7,,3.6,,,28.9,2.2,1.4,48.3,39.0,12.7,68.6,2.6,28.8,1.4,19.5,79.0,,,7.966666666666666,19.033333333333335,19.8,28.2,0.9,0.0,2.1,0.4,0.3,59.2,1.7,2.9
Estonia,2010,EST,,,,,2.2,3.8,61.9,60.3,67.9,17.5,1.0,2.6,27.8,3.3,,,29.2,1.9,1.4,47.2,40.0,12.9,61.1,4.4,34.4,1.2,17.9,80.8,22.8,88.9,6.1000000000000005,19.133333333333336,22.433333333333334,26.100000000000005,0.8,0.0,2.1,0.4,0.3,59.1,1.72,2.8
Estonia,2011,EST,,,,,2.3,4.1,64.4,63.3,69.0,16.21,5.0,11.1,,2.5,,,29.5,1.6,0.9,51.6,39.4,9.1,66.7,4.4,28.9,1.0,16.3,82.7,,88.0,6.3999999999999995,15.199999999999998,15.766666666666666,20.866666666666667,0.7,0.0,1.8,0.4,0.2,59.7,1.61,2.5
Estonia,2012,EST,,520.55,516.05,541.4000000000001,2.4,4.5,64.9,64.3,67.2,15.27,5.3,11.5,,3.6,166.0,2.0,29.6,2.2,1.4,53.3,36.8,9.8,61.2,3.3,35.3,1.1,18.3,80.6,,88.9,6.8,15.966666666666667,17.1,21.033333333333335,0.6,0.0,1.6,0.4,0.2,58.4,1.56,2.3
Estonia,2013,EST,14.1,,,,2.5,4.3,64.6,62.3,74.6,16.3,5.8,10.8,,2.1,166.0,2.0,29.5,1.2,0.9,55.6,35.8,8.6,69.4,5.6,24.5,1.0,17.2,81.8,,89.0,4.6,14.866666666666667,16.900000000000002,19.766666666666666,0.5,0.0,1.6,0.3,0.2,58.9,1.52,2.1
Estonia,2014,EST,15.0,,,,2.4,4.7,65.5,63.3,74.6,15.58,6.8,10.8,28.34,2.7,166.0,2.0,29.6,1.6,0.5,54.9,37.3,7.8,66.2,7.6,25.9,1.0,16.2,82.8,,89.6,6.966666666666666,14.566666666666668,16.133333333333336,17.966666666666665,0.5,0.0,1.6,0.7,0.2,59.4,1.54,2.5
Estonia,2015,EST,12.1,519.5,519.45,534.15,2.6,5.2,68.6,66.9,75.5,12.54,7.0,12.5,,2.5,166.0,2.0,29.9,1.5,,58.2,34.5,7.3,66.9,9.0,24.0,0.9,15.2,83.9,,89.9,5.3,12.933333333333332,15.066666666666668,15.833333333333334,,,2.0,0.8,0.2,55.9,1.58,3.0
Estonia,2016,EST,9.8,,,,2.5,4.8,67.2,65.1,76.5,10.54,7.1,11.1,,2.3,166.0,2.0,30.2,1.4,,58.6,34.5,6.8,65.4,8.5,26.1,0.5,15.5,84.0,,90.7,3.6500000000000004,14.633333333333333,14.0,21.46666666666667,,,2.1,0.8,0.2,56.1,1.6,3.1
Estonia,2017,EST,9.8,,,,2.5,4.9,70.6,67.7,81.9,10.09,6.6,13.2,,2.3,166.0,2.0,30.4,1.4,,63.9,30.2,6.0,74.8,9.5,14.8,0.7,15.5,83.8,25.1,90.8,5.733333333333333,11.866666666666667,13.266666666666666,14.6,,,2.0,0.8,0.2,56.9,1.59,3.0
Estonia,2018,EST,10.3,523.4000000000001,523.05,530.1,2.4,5.0,70.7,68.2,78.4,9.57,6.7,11.2,22.68,1.6,166.0,2.0,30.5,0.9,,65.2,28.3,6.4,69.0,11.2,18.9,0.8,14.6,84.7,26.8,90.9,8.966666666666667,12.799999999999999,12.199999999999998,15.766666666666666,,,2.3,0.8,0.1,54.1,1.67,3.3
Estonia,2019,EST,,,,,2.1,5.0,70.8,68.2,78.8,8.52,6.7,11.4,,,166.0,2.0,30.6,,,,,,,,,,,,26.0,90.8,3.4333333333333336,10.5,10.799999999999999,15.200000000000001,,,2.3,0.9,0.1,53.7,1.66,3.3
Estonia,2020,EST,,,,,1.9,4.6,69.0,66.8,76.5,7.89,4.4,8.1,19.6,,82.0,2.0,30.7,,,,,,,,,,,,25.8,91.3,4.0,11.266666666666666,13.733333333333334,15.033333333333333,,,,,,,1.58,
Estonia,2021,EST,,,,,,,75.2,73.3,81.1,5.66,3.2,7.9,,,82.0,4.3,31.0,,,,,,,,,,,,,,6.966666666666666,12.333333333333334,16.433333333333334,13.6,,,,,,,1.61,
Estonia,2022,EST,,,,,,,,,,,,,,,82.1,4.3,,,,,,,,,,,,,,,7.233333333333333,11.4,16.5,11.033333333333333,,,,,,,,
European Union,2001,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,
European Union,2002,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,
European Union,2003,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,
European Union,2004,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,
European Union,2005,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,
European Union,2006,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,
European Union,2007,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,
European Union,2008,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,
European Union,2009,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,
European Union,2010,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,
European Union,2011,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,
European Union,2012,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,
European Union,2013,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,
European Union,2014,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,
European Union,2015,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,
European Union,2016,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,
European Union,2017,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,
European Union,2018,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,
European Union,2019,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,
European Union,2020,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,
European Union,2021,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,
Finland,2001,FIN,4.0,,,,2.6,4.8,,,,10.61,5.8,11.72,21.24,3.2,161.0,3.0,29.6,2.2,1.0,,,,,,,,,,,,,,,,-33.6,-24.9,1.6,1.2,0.0,39.5,1.73,2.8
Finland,2002,FIN,4.2,,,,2.6,5.2,,,,11.17,4.3,12.2,20.37,3.0,161.0,3.0,29.7,2.2,0.8,,,,,,,,,,,,,,,,-34.4,-24.9,1.6,1.2,,39.9,1.72,
Finland,2003,FIN,4.0,544.3,543.4,,2.6,5.0,74.4,74.9,69.9,10.34,4.4,10.7,20.1,3.1,159.0,7.0,29.8,2.1,1.0,65.3,28.9,5.7,54.4,5.5,34.1,,,,,,6.233333333333333,11.633333333333333,14.433333333333332,14.133333333333333,-34.8,-25.4,1.6,1.3,0.0,40.0,1.76,2.8
Finland,2004,FIN,3.8,,,,2.5,5.6,73.2,73.5,69.3,10.61,4.5,11.0,20.02,3.3,159.0,7.0,29.9,2.4,0.9,61.8,32.7,5.6,57.2,4.3,32.6,0.9,14.0,85.1,,,5.900000000000001,12.366666666666667,15.366666666666667,15.566666666666668,-36.4,-26.3,1.6,1.3,,40.8,1.8,
Finland,2005,FIN,3.4,,,,2.6,5.6,73.0,73.4,68.2,10.28,4.0,12.8,18.94,3.0,159.0,7.0,29.9,2.1,0.9,60.3,32.9,6.8,46.9,5.1,42.3,1.2,14.4,84.5,24.6,68.1,5.233333333333333,10.9,13.033333333333333,14.133333333333335,-35.8,-26.0,1.5,1.3,0.0,40.4,1.8,2.8
Finland,2006,FIN,3.9,548.4,546.7,563.3499999999999,2.5,5.4,73.9,73.8,74.7,9.44,4.5,12.3,19.37,2.8,159.0,7.0,30.0,2.0,0.8,61.6,33.1,5.3,57.3,5.8,28.6,1.4,14.0,84.6,,,3.5666666666666664,10.433333333333334,13.300000000000002,14.100000000000001,-36.4,-26.4,1.5,1.3,,40.5,1.84,
Finland,2007,FIN,5.2,,,,2.5,5.6,74.4,74.7,69.3,9.1,3.9,11.5,21.38,2.7,159.0,7.0,30.0,1.9,0.8,62.4,33.1,4.5,53.0,4.5,30.2,0.5,14.4,85.0,,,3.533333333333333,10.166666666666666,13.266666666666666,13.466666666666669,-36.9,-26.5,1.4,1.3,0.0,40.6,1.83,2.7
Finland,2008,FIN,5.2,,,,2.5,5.8,76.1,76.4,70.1,8.63,4.4,12.5,21.23,2.6,159.0,7.0,30.1,1.9,0.7,64.8,30.8,4.4,62.3,5.7,31.5,0.6,13.5,86.0,,,5.066666666666666,9.9,12.0,12.633333333333333,-36.3,-26.4,1.4,1.4,,40.7,1.85,
Finland,2009,FIN,4.4,540.5,535.95,554.0999999999999,2.5,5.6,74.4,74.5,72.8,8.48,2.0,7.8,19.68,2.6,159.0,7.0,30.1,2.0,0.6,62.6,32.3,5.0,61.1,7.4,30.6,0.5,12.3,87.3,,,5.133333333333333,11.966666666666667,15.066666666666668,15.6,-38.1,-27.2,1.6,1.5,0.0,40.9,1.86,3.1
Finland,2010,FIN,3.9,,,,2.5,5.6,73.5,73.9,66.8,8.42,2.8,8.9,18.88,2.3,159.0,7.0,30.2,1.5,0.8,61.9,33.5,4.6,58.1,5.5,34.9,0.4,12.4,87.1,26.6,72.6,5.1000000000000005,12.633333333333333,15.733333333333334,16.8,-38.2,-27.2,1.6,1.5,0.0,41.1,1.87,3.1
Finland,2011,FIN,4.0,,,,2.5,5.3,73.2,73.1,75.2,7.7,3.4,10.9,18.61,2.4,159.0,9.0,30.3,1.6,0.8,62.3,32.6,5.1,65.4,5.6,28.0,0.5,12.3,87.2,,73.6,5.066666666666666,11.800000000000002,14.266666666666666,15.733333333333334,-38.6,-27.1,1.5,1.6,0.0,40.9,1.83,3.1
Finland,2012,FIN,2.9,518.8,524.85,545.65,2.4,5.3,73.6,74.0,65.3,7.51,2.7,10.3,18.73,2.4,159.0,9.0,30.4,1.4,1.0,61.7,33.7,4.6,56.1,8.4,34.8,0.4,13.1,86.5,,74.0,4.7,11.933333333333332,15.166666666666666,15.466666666666667,-39.4,-27.2,1.5,1.7,0.0,41.5,1.8,3.2
Finland,2013,FIN,4.6,,,,2.5,4.6,70.8,71.0,66.4,7.31,2.4,9.0,20.18,1.8,161.0,9.0,30.5,1.1,0.7,56.7,37.1,6.1,52.0,4.4,43.4,0.4,13.9,85.7,,74.1,4.8,12.333333333333334,15.5,16.066666666666666,-37.2,-26.5,1.5,1.7,0.0,42.1,1.75,3.2
Finland,2014,FIN,3.6,,,,2.5,4.5,71.7,71.8,69.4,7.24,1.9,9.0,19.61,2.2,161.0,9.0,30.5,1.5,0.7,58.4,36.5,5.2,63.7,6.6,28.9,0.2,13.9,85.9,,73.8,5.533333333333334,12.966666666666667,15.566666666666668,17.066666666666666,-36.7,-26.0,1.5,1.7,0.0,42.8,1.71,3.2
Finland,2015,FIN,3.7,511.25,527.25,531.0,2.5,4.5,71.7,71.7,72.1,6.15,2.0,8.5,18.06,1.7,161.0,9.0,30.6,1.3,,60.4,34.0,5.6,61.9,6.8,30.7,0.3,13.1,86.7,,73.9,5.166666666666667,14.299999999999999,18.26666666666667,18.3,,,1.4,1.7,0.0,44.3,1.65,3.1
Finland,2016,FIN,3.3,,,,2.5,4.5,71.4,71.9,64.4,5.5,3.2,9.5,16.47,1.9,161.0,9.0,30.8,1.3,,61.1,32.2,6.7,59.6,6.6,32.8,0.5,13.2,86.4,,79.0,4.166666666666667,13.199999999999998,17.333333333333332,17.033333333333335,,,1.3,1.7,0.0,44.9,1.57,3.0
Finland,2017,FIN,3.6,,,,2.4,4.8,73.3,73.7,68.6,4.87,3.1,10.7,17.72,2.0,161.0,9.0,30.9,1.5,,64.2,30.5,5.3,59.2,7.2,32.4,0.7,13.7,85.7,31.2,79.5,4.5,12.6,16.96666666666667,15.433333333333332,,,1.2,1.6,0.0,44.8,1.49,2.9
Finland,2018,FIN,3.5,507.35,520.55,522.1,2.4,4.3,75.4,75.9,67.3,4.32,3.1,11.5,18.86,2.1,161.0,9.0,31.0,1.6,,64.9,29.3,5.8,53.2,8.4,36.5,0.5,14.5,85.0,33.4,82.3,4.6000000000000005,11.933333333333332,14.200000000000001,15.966666666666669,,,1.2,1.7,0.0,44.6,1.41,2.9
Finland,2019,FIN,,,,,2.4,4.0,76.4,76.7,72.4,4.1,2.5,10.2,17.16,,161.0,9.0,31.1,,,,,,,,,,,,35.4,85.1,4.533333333333333,11.033333333333333,12.9,14.733333333333334,,,1.1,1.8,0.0,45.4,1.35,2.9
Finland,2020,FIN,,,,,2.4,4.0,77.5,77.7,73.8,3.86,3.0,8.6,15.98,,161.0,9.0,31.2,,,,,,,,,,,,37.0,88.2,3.8333333333333335,10.766666666666666,15.133333333333333,12.733333333333334,,,,,,46.1,1.37,
Finland,2021,FIN,,,,,,,77.1,78.1,69.1,3.7,2.1,7.8,,,161.0,9.0,31.4,,,,,,,,,,,,,,4.8,11.866666666666667,15.5,14.6,,,,,,,1.46,
Finland,2022,FIN,,,,,,,,,,,,,,,161.0,9.0,,,,,,,,,,,,,,,5.833333333333333,11.133333333333333,12.033333333333333,14.733333333333334,,,,,,,,
France,2001,FRA,,,,,1.9,4.8,,,,12.73,13.2,21.6,15.13,4.6,16.0,0.0,29.3,3.0,1.6,,,,,,,,,,,,6.6000000000000005,14.5,17.099999999999998,19.733333333333334,4.0,8.3,1.4,1.5,0.8,44.7,1.88,3.7
France,2002,FRA,,,,,1.9,4.6,,,,12.04,12.5,20.0,13.3,4.2,16.0,2.0,29.4,2.7,1.5,,,,,,,,,,,,6.8,14.733333333333334,17.566666666666666,19.966666666666665,4.2,6.9,1.4,1.5,,45.2,1.86,
France,2003,FRA,,511.04999999999995,495.2,,2.1,4.6,,,,11.66,11.8,23.7,15.14,4.2,16.0,2.0,29.5,2.8,1.4,,,,,,,,,,,,5.366666666666667,14.1,16.7,20.266666666666666,4.0,6.7,1.4,1.6,0.7,46.2,1.87,3.7
France,2004,FRA,,,,,2.2,4.5,,,,11.68,11.4,21.5,14.95,4.0,42.0,2.0,29.6,2.7,1.3,,,,,,,1.3,19.9,78.8,,,5.366666666666667,14.6,18.766666666666666,19.866666666666664,1.8,4.7,1.4,1.6,,47.4,1.9,
France,2005,FRA,,,,,2.5,4.5,68.7,69.3,64.7,11.51,10.9,21.6,14.39,3.8,42.0,2.0,29.7,2.5,1.3,60.2,31.0,8.8,50.1,14.5,34.5,1.4,18.6,80.1,43.9,100.0,6.333333333333333,14.5,17.766666666666666,19.733333333333334,1.2,2.7,1.4,1.6,0.7,48.4,1.92,3.7
France,2006,FRA,,495.65,487.20000000000005,495.25,2.2,4.3,68.9,69.8,63.4,11.53,10.4,21.0,9.39,3.8,42.0,2.0,29.7,2.5,1.3,60.1,30.8,9.1,50.6,12.0,36.2,0.9,16.8,82.2,42.4,,7.0,15.166666666666666,19.0,19.733333333333334,0.6,2.9,1.7,1.2,,50.5,1.98,
France,2007,FRA,,,,,2.1,4.3,70.6,71.2,66.9,11.37,9.6,20.7,13.96,3.8,42.0,2.0,29.8,2.5,1.3,62.0,29.4,8.6,52.3,12.5,34.2,0.8,19.8,79.4,40.9,,6.3,14.5,17.933333333333334,19.266666666666666,2.1,2.9,1.6,1.2,0.7,51.7,1.95,3.6
France,2008,FRA,,,,,2.1,4.1,72.6,73.2,69.5,11.5,9.4,20.2,14.34,3.8,42.0,2.0,29.8,2.6,1.2,64.4,27.2,8.4,52.3,16.0,30.7,0.7,21.3,78.0,46.2,,5.8,14.0,16.566666666666666,19.599999999999998,2.1,2.9,1.6,1.2,,52.6,1.99,
France,2009,FRA,,497.0,495.1,498.25,2.0,3.9,71.9,73.4,64.5,11.12,8.6,18.1,14.03,3.9,42.0,2.0,29.9,2.6,1.3,63.0,27.1,9.9,49.6,13.9,35.8,0.8,21.6,77.6,49.4,,6.8,15.633333333333333,19.966666666666665,19.866666666666664,2.2,2.9,1.7,1.3,0.7,53.7,1.99,3.7
France,2010,FRA,,,,,2.1,3.9,72.0,73.2,66.2,11.06,8.7,18.5,9.12,3.6,42.0,2.0,30.0,2.5,1.1,62.8,27.5,9.7,50.9,15.7,32.8,0.7,23.5,75.9,47.9,100.0,7.8999999999999995,16.599999999999998,20.6,20.96666666666667,2.1,2.9,1.6,1.3,0.7,55.0,2.02,3.6
France,2011,FRA,,,,,2.0,3.6,71.8,73.0,66.2,10.7,8.7,18.3,13.95,3.5,42.0,2.0,30.0,2.3,1.2,62.7,27.5,9.8,51.5,14.2,33.8,0.5,22.1,77.5,51.0,100.0,7.066666666666666,16.400000000000002,20.266666666666666,21.433333333333334,2.1,2.9,1.6,1.3,0.8,55.8,2.0,3.7
France,2012,FRA,12.0,495.15,504.9,498.95,2.0,3.7,71.7,72.8,65.8,10.72,8.2,17.9,13.67,3.5,42.0,2.0,30.1,2.4,1.1,62.9,26.9,10.3,50.2,15.1,33.9,0.7,22.0,77.3,50.8,100.0,6.866666666666667,16.566666666666666,20.099999999999998,22.333333333333332,2.0,2.9,1.6,1.3,0.0,56.7,1.99,
France,2013,FRA,11.4,,,,1.9,3.6,72.3,74.2,63.4,10.05,7.6,16.7,13.66,3.6,42.0,2.0,30.2,2.5,,61.6,27.0,11.4,47.8,14.1,36.5,0.6,21.5,77.9,50.6,100.0,7.766666666666667,16.333333333333332,19.400000000000002,21.53333333333333,2.2,2.9,1.6,1.4,0.7,57.2,1.97,3.7
France,2014,FRA,11.5,,,,1.9,3.6,72.1,74.0,62.6,9.88,6.8,15.9,9.87,3.5,42.0,28.0,30.3,2.4,,61.1,27.0,12.0,46.5,12.6,39.5,0.5,21.7,77.8,51.9,99.3,7.866666666666667,16.266666666666666,18.366666666666664,22.46666666666667,2.4,2.7,1.6,1.4,0.8,58.5,1.97,3.7
France,2015,FRA,11.3,492.95,499.2,494.95,1.9,3.6,70.5,72.5,61.1,9.19,6.5,15.6,13.05,3.7,42.0,28.0,30.4,2.6,,60.4,27.3,12.2,48.5,11.7,38.2,0.5,22.3,77.1,52.3,100.0,7.3999999999999995,17.2,20.933333333333334,23.333333333333332,,,1.5,1.4,0.8,59.1,1.93,3.7
