Country,TIME_PERIOD,COU,Child poverty rate,"Country mean average score in mathematics, by sex","Country mean average score in reading, by sex","Country mean average score in science, by sex",Crude divorce rate (divorces per 1000 people),Crude marriage rate (marriages per 1000 people),Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for partnered mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for sole-parent mothers (15-64 year olds) with at least one child under 15,Fertility rates (births per 1000) for 15-19 year olds,Gender gap (male-less-female) in the employment-to-population rate,Gender gap (male-less-female) in the full-time equivalent employment-to-population rate,Gender wage gap (median) for full-time employees,Infant mortality rate,"Length of paid maternity, parental and home care leave available to mothers in weeks",Length of paid paternity and parental leave reserved for fathers in weeks,Mean age of women at childbirth,Neonatal mortality rate,Post-neonatal mortality rate,Proportion (%) of children (aged 0-14) that live in households where all adults are in employment (working),Proportion (%) of children (aged 0-14) that live in households where at least one adult is in employment and one adult is not in employment (working),Proportion (%) of children (aged 0-14) that live in households with all adults not in employment (jobless),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in full-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in part-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is not in employment (jobless),Proportion (%) of children (aged 0-17) living in 'other' types of household,Proportion (%) of children (aged 0-17) living with a single parent,Proportion (%) of children (aged 0-17) living with two parents,Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school,Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school,Proportion (%) of the population aged 15-19 neither employed nor in education or training,Proportion (%) of the population aged 15-29 neither employed nor in education or training,Proportion (%) of the population aged 20-24 neither employed nor in education or training,Proportion (%) of the population aged 25-29 neither employed nor in education or training,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings,Public social expenditure on cash benefits for families as a % of GDP,Public social expenditure on services and in-kind benefits for families as a % of GDP,Public social expenditure on tax breaks for families as a % of GDP,Share of births outside of marriage (% of all births),Total fertility rate,Total public social expenditure on families as a % of GDP
Brazil,2014,BRA,,,,,,,,,,63.2,22.3,30.7,,14.5,,,26.8,9.7,,,,,,,,,,,,76.8,15.833333333333334,19.96666666666667,23.166666666666668,21.233333333333334,,,,,,,1.77,
Brazil,2015,BRA,,377.25,407.05,400.75,,,,,,64.2,22.0,28.7,,14.0,,,26.9,9.4,,,,,,,,,,,,79.0,17.166666666666668,22.566666666666666,27.133333333333336,24.03333333333333,,,,,,,1.78,
Brazil,2016,BRA,,,,,,,,,,63.5,21.0,27.0,,14.6,,,27.0,9.6,,,,,,,,,,,,83.4,18.066666666666666,24.099999999999998,28.53333333333333,25.599999999999998,,,,,,,1.71,
Brazil,2017,BRA,,,,,,,,,,58.6,20.3,26.5,,13.2,,,27.1,8.5,,,,,,,,,,,20.1,84.3,19.433333333333334,25.433333333333334,30.233333333333334,26.5,,,,,,,1.74,
Brazil,2018,BRA,,383.6,412.85,403.65,,,,,,,19.6,27.3,,12.8,,,,8.1,,,,,,,,,,,21.2,84.6,19.099999999999998,25.233333333333334,30.066666666666666,26.266666666666666,,,,,,,1.75,
Brazil,2019,BRA,,,,,,,,,,,19.9,27.9,,,,,,,,,,,,,,,,,21.8,,18.2,24.400000000000002,28.933333333333334,25.666666666666668,,,,,,,1.7,
Brazil,2020,BRA,,,,,,,,,,,20.5,21.3,,,,,,,,,,,,,,,,,21.1,,19.633333333333336,29.266666666666666,35.166666666666664,33.36666666666667,,,,,,,1.65,
Brazil,2021,BRA,,,,,,,,,,,21.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,
Brazil,2022,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.633333333333333,20.033333333333335,24.366666666666664,22.433333333333334,,,,,,,,
Bulgaria,2001,BGR,,,,,1.3,4.0,,,,42.76,5.9,8.6,,,,,25.1,,6.6,,,,,,,,,,,,,,,,,,,,,42.0,1.21,
Bulgaria,2002,BGR,,,,,1.3,3.7,,,,40.87,6.2,8.4,12.01,,,,25.3,,6.0,,,,,,,,,,,,,,,,,,,,,42.8,1.21,
Bulgaria,2003,BGR,,,,,1.5,3.9,,,,39.83,7.0,9.8,,,,,25.5,,5.5,,,,,,,,,,,,,,,,,,,,,46.1,1.23,
Bulgaria,2004,BGR,,,,,1.9,4.0,62.1,62.1,61.9,41.14,7.3,10.6,,,,,25.6,,5.0,37.2,47.5,15.3,51.9,1.6,41.7,,,,,,,,,,,,,,,48.7,1.29,
Bulgaria,2005,BGR,,,,,1.9,4.4,61.6,62.0,58.4,39.31,8.3,11.0,,,,,25.9,,4.2,38.4,45.4,16.2,56.5,1.4,38.8,3.4,14.8,81.9,,,,,,,,,,,,49.0,1.32,
Bulgaria,2006,BGR,,413.54999999999995,402.95000000000005,434.4,2.0,4.3,64.3,65.1,58.6,41.19,8.2,13.3,1.38,,,,26.1,,4.3,42.1,42.7,15.3,53.8,1.1,40.7,3.4,14.8,81.9,,,,,,,,,,,,50.8,1.38,
Bulgaria,2007,BGR,,,,,2.2,3.9,68.9,69.3,66.1,42.07,8.4,13.6,,,,,26.4,,4.3,47.8,39.3,12.9,60.5,0.1,34.6,2.9,15.5,81.7,8.7,,,,,,,,,,,50.2,1.49,
Bulgaria,2008,BGR,,,,,1.9,3.7,70.4,70.8,68.3,44.21,9.0,13.3,,,,,26.5,,3.6,49.0,39.3,11.7,56.3,1.6,38.0,2.3,16.6,81.2,13.0,,,,,,0.4,0.0,,,,51.1,1.56,
Bulgaria,2009,BGR,,428.15,430.20000000000005,439.65,1.6,3.5,66.0,67.2,59.4,47.53,8.6,8.9,,,,,26.7,,3.6,47.5,41.0,11.5,57.9,0.7,36.8,2.5,14.5,83.0,8.6,,,,,,0.5,0.0,,,,53.4,1.66,
Bulgaria,2010,BGR,,,,,1.5,3.3,63.8,65.1,55.3,42.02,7.1,6.2,6.93,,,,27.0,,4.2,43.0,43.2,13.8,53.6,0.0,44.8,3.0,16.1,80.9,7.5,,,,,,0.5,0.0,,,,54.1,1.57,
Bulgaria,2011,BGR,,,,,1.4,2.9,63.8,64.7,57.8,41.66,5.6,5.6,,,,,27.1,,3.2,40.5,43.9,15.6,45.0,0.2,53.0,2.9,16.9,80.2,7.1,,,,,,0.4,0.0,,,,56.1,1.51,
Bulgaria,2012,BGR,,438.8,437.35,446.79999999999995,1.6,2.9,62.6,63.9,55.3,42.52,5.0,6.5,,,,,27.1,,3.3,40.8,41.4,17.8,50.4,0.0,45.4,4.2,15.6,80.3,8.0,,,,,,0.4,0.0,,,,57.4,1.5,
Bulgaria,2013,BGR,,,,,1.5,3.0,63.8,64.3,60.4,42.02,5.3,6.9,,,,,27.1,,3.1,42.1,41.7,16.2,56.5,1.3,39.8,3.0,16.7,80.2,10.8,80.6,,,,,0.3,0.0,,,,59.1,1.48,
Bulgaria,2014,BGR,,,,,1.5,3.4,65.3,65.4,64.5,41.3,5.7,8.3,4.06,,,,27.3,,3.2,44.4,39.8,15.8,56.5,1.4,37.2,2.8,16.6,80.7,11.2,82.0,,,,,0.4,0.0,,,,58.8,1.53,
Bulgaria,2015,BGR,,441.25,433.0,446.2,1.5,3.9,64.6,65.0,62.5,39.36,6.1,9.0,,,,,27.4,,,46.2,36.7,17.1,55.7,3.3,35.4,2.1,16.5,81.4,9.0,81.4,,,,,,,,,,58.6,1.53,
Bulgaria,2016,BGR,,,,,1.5,3.8,67.3,67.6,65.8,38.2,6.7,8.1,,,,,27.6,,,47.6,38.0,14.3,61.8,0.4,33.7,1.9,16.1,81.9,12.5,78.6,,,,,,,,,,58.6,1.54,
Bulgaria,2017,BGR,,,,,1.5,4.0,67.8,68.8,61.8,38.16,7.5,11.7,,,,,27.6,,,49.3,40.0,10.7,52.7,2.4,40.4,2.0,15.7,82.3,9.4,77.2,,,,,,,,,,58.9,1.56,
Bulgaria,2018,BGR,,436.1,421.1,424.54999999999995,1.5,4.1,68.6,68.5,69.1,38.91,7.6,9.5,3.03,,,,27.7,,,48.1,40.9,11.0,66.5,0.9,28.5,2.1,15.2,82.6,16.2,77.7,,,,,,,,,,58.5,1.56,
Bulgaria,2019,BGR,,,,,1.6,4.2,70.6,70.5,71.5,39.29,8.1,11.1,3.36,,,,27.8,,,,,,,,,,,,20.0,77.5,,,,,,,,,,58.4,1.58,
Bulgaria,2020,BGR,,,,,1.3,3.2,69.0,68.8,69.8,37.85,8.2,7.5,2.55,,,,27.8,,,,,,,,,,,,15.0,77.8,,,,,,,,,,59.6,1.56,
Bulgaria,2021,BGR,,,,,,,71.1,72.0,67.1,36.52,7.8,8.6,,,,,27.9,,,,,,,,,,,,,,,,,,,,,,,,1.58,
Canada,2001,CAN,14.7,,,,2.3,4.7,,,,16.0,9.8,,24.32,5.2,52.0,0.0,29.0,3.8,1.4,,,,,,,1.2,18.4,80.4,,,7.3999999999999995,13.066666666666668,15.633333333333333,16.333333333333332,-21.4,-12.7,0.8,0.2,0.1,31.4,1.54,1.1
Canada,2002,CAN,15.4,,,,2.2,4.7,,,,14.9,9.0,,24.01,5.4,52.0,0.0,29.2,3.9,1.5,,,,,,,,,,,,7.8999999999999995,13.5,15.200000000000001,17.5,-22.7,-12.4,0.9,0.2,,31.6,1.52,
Canada,2003,CAN,15.6,535.2,529.75,,2.2,4.7,,,,14.4,8.4,,22.5,5.3,52.0,0.0,29.3,3.9,1.4,,,,,,,,,,,,8.033333333333333,12.866666666666667,14.333333333333334,16.233333333333334,-22.5,-12.1,0.9,0.2,0.1,29.2,1.55,1.2
Canada,2004,CAN,16.6,,,,2.2,4.6,,,,13.5,8.3,,22.72,5.3,52.0,0.0,29.5,4.0,1.3,,,,,,,,,,,,8.799999999999999,12.966666666666667,13.966666666666667,16.166666666666668,-20.8,-11.3,0.9,0.2,,28.8,1.56,
Canada,2005,CAN,15.0,,,,2.2,4.6,,,,13.2,8.4,,21.25,5.4,52.0,0.0,29.6,4.1,1.3,,,,,,,,,,,,6.866666666666667,12.333333333333334,14.366666666666667,15.700000000000001,-22.7,-13.2,0.9,0.2,0.1,29.1,1.58,1.2
Canada,2006,CAN,16.2,527.0,527.05,534.45,2.3,4.6,,,,13.4,8.0,,21.12,5.0,52.0,0.0,29.7,3.7,1.3,,,,,,,1.4,19.2,79.4,,,7.366666666666667,12.033333333333333,13.0,15.700000000000001,-21.8,-12.2,1.0,0.2,,30.6,1.63,
Canada,2007,CAN,16.8,,,,2.2,4.5,,,,13.9,7.5,,20.81,5.1,52.0,0.0,29.7,3.8,1.3,,,,,,,,,,,,7.2,12.1,13.799999999999999,15.266666666666666,-24.5,-13.8,1.0,0.2,0.2,31.0,1.67,1.4
Canada,2008,CAN,15.6,,,,2.1,4.4,,,,14.1,7.5,,20.45,5.1,52.0,0.0,29.8,3.7,1.4,,,,,,,,,,,,7.266666666666667,11.9,13.299999999999999,15.200000000000001,-24.6,-14.1,1.0,0.2,,32.1,1.7,
Canada,2009,CAN,16.3,526.75,524.35,528.7,,,,,,14.1,5.1,,20.13,4.9,52.0,0.0,29.9,3.7,1.2,,,,,,,,,,,,8.0,13.4,15.533333333333333,16.466666666666665,-27.3,-14.2,1.1,0.2,0.2,32.2,1.69,1.5
Canada,2010,CAN,15.7,,,,,,,,,13.2,5.6,,18.98,5.0,52.0,0.0,30.1,3.8,1.2,,,,,,,,,,,,8.200000000000001,13.666666666666666,15.6,17.0,-29.9,-16.6,1.0,0.2,0.2,32.3,1.65,1.5
Canada,2011,CAN,15.7,,,,,,,,,12.3,6.3,,19.18,4.9,52.0,0.0,30.2,3.7,1.2,,,,,,,1.3,20.3,78.4,,,7.599999999999999,13.4,14.966666666666667,17.233333333333334,-28.7,-16.3,1.0,0.2,0.2,33.4,1.63,1.4
Canada,2012,CAN,16.8,518.05,523.1,525.45,,,,,,12.1,6.1,,19.51,4.8,52.0,0.0,30.3,3.6,1.2,,,,,,,,,,,,7.2,13.4,15.066666666666668,17.533333333333335,-28.5,-16.0,1.0,0.2,0.2,33.0,1.63,1.4
Canada,2013,CAN,17.1,,,,,,,,,11.2,5.8,,19.3,5.0,52.0,0.0,30.4,3.8,,,,,,,,,,,,,6.8,12.466666666666667,13.9,16.2,-28.2,-15.3,1.0,0.2,0.2,32.7,1.61,1.4
Canada,2014,CAN,15.0,,,,,,,,,10.3,6.1,,19.23,4.7,52.0,0.0,30.5,3.6,,,,,,,,,,,,,7.0,13.4,14.799999999999999,17.633333333333333,-27.4,-14.9,0.9,0.2,0.3,33.2,1.61,1.5
Canada,2015,CAN,17.1,515.6500000000001,526.65,527.75,,,,,,9.4,6.3,,18.63,4.5,52.0,0.0,30.6,3.5,,,,,,,,,,,,,6.766666666666667,13.266666666666666,14.4,17.7,,,1.3,0.2,0.2,35.6,1.6,1.8
Canada,2016,CAN,14.2,,,,,,,,,8.4,5.9,,18.22,4.5,52.0,0.0,30.7,3.4,,,,,,,,1.9,19.2,79.5,,,6.2,13.1,14.766666666666666,17.099999999999998,,,1.5,0.2,0.1,33.9,1.59,1.8
Canada,2017,CAN,11.4,,,,,,75.6,76.3,72.0,7.8,6.1,,18.17,4.5,51.0,0.0,30.9,3.5,,,,,,,,,,,,,5.833333333333333,12.200000000000001,13.166666666666666,16.3,,,1.4,0.2,0.1,33.9,1.55,1.8
Canada,2018,CAN,11.8,512.0,520.2,518.05,,,75.4,76.0,72.2,6.7,6.2,,18.52,4.7,51.0,0.0,31.0,3.5,,,,,,,,,,,,,5.8999999999999995,11.933333333333332,13.4,15.299999999999999,,,1.4,0.3,0.1,33.4,1.51,1.8
Canada,2019,CAN,11.4,,,,,,76.8,77.2,74.8,6.2,5.9,,17.61,,51.0,5.0,31.2,,,,,,,,,,,,,,5.766666666666667,11.266666666666666,12.533333333333333,14.299999999999999,,,1.5,0.3,0.1,33.2,1.47,1.9
Canada,2020,CAN,,,,,,,74.2,74.6,71.8,5.5,6.4,,16.11,,51.0,5.0,31.3,,,,,,,,,,,,,,9.066666666666666,13.566666666666668,13.966666666666667,16.766666666666666,,,1.4,0.3,,32.7,1.41,
Canada,2021,CAN,,,,,,,76.8,77.2,74.3,4.9,6.2,,16.67,,51.0,5.0,31.4,,,,,,,,,,,,,,6.7,13.700000000000001,15.233333333333334,17.833333333333332,,,,,,,1.43,
Canada,2022,CAN,,,,,,,,,,,,,,,51.0,5.0,,,,,,,,,,,,,,,5.8999999999999995,10.966666666666667,12.700000000000001,13.4,,,,,,,,
Chile,2001,CHL,,,,,,4.1,,,,59.01,35.6,44.2,,8.3,18.0,,27.7,5.0,3.3,,,,,,,,,,,,,,,,,,0.6,0.4,0.0,,2.01,1.0
Chile,2002,CHL,,,,,,3.9,,,,54.5,35.4,44.4,,7.8,18.0,,27.8,5.0,2.8,,,,,,,9.0,22.0,69.0,,,,,,,,,0.6,0.4,,52.2,1.97,
Chile,2003,CHL,,,,,,3.6,,,,49.54,34.4,44.3,1.68,7.8,18.0,,28.0,4.9,2.9,,,,,,,,,,,,,,,,,,0.5,0.4,0.0,,1.94,1.0
Chile,2004,CHL,,,,,,3.3,,,,49.86,32.7,42.5,,8.4,18.0,,28.0,5.4,3.0,,,,,,,,,,,,,,,,,,0.5,0.4,,,1.92,
Chile,2005,CHL,,,,,,3.3,,,,50.17,31.8,39.3,,7.9,18.0,,28.0,5.2,2.7,,,,,,,,,,,44.5,,,,,,,0.4,0.4,0.0,,1.91,0.8
Chile,2006,CHL,,410.25,442.8,437.3,,3.5,,,,52.29,31.5,41.0,5.56,7.6,18.0,1.0,27.9,5.1,2.5,,,,,,,,,,,,,,,,,,0.4,0.4,,61.2,1.9,
Chile,2007,CHL,,,,,,3.5,,,,54.94,30.6,40.0,,8.3,18.0,1.0,27.9,5.6,2.7,,,,,,,,,,,,,,,,,,0.4,0.5,0.0,63.1,1.9,1.0
Chile,2008,CHL,,,,,,3.3,,,,57.03,29.0,38.9,,7.8,18.0,1.0,27.8,5.5,2.3,,,,,,,,,,,,,,,,,,0.5,0.7,,65.1,1.9,
Chile,2009,CHL,23.0,420.85,449.6,447.4,,3.3,,,,57.09,26.3,33.9,9.09,7.9,18.0,1.0,27.8,5.4,2.5,,,,,,,,,,,,17.033333333333335,23.566666666666666,27.46666666666667,27.133333333333336,,,0.8,0.8,0.0,67.4,1.89,1.7
Chile,2010,CHL,,,,,,3.5,,,,55.3,25.4,37.4,,7.4,18.0,1.0,28.0,5.1,2.3,,,,,,,,,,,69.6,,,,,,,0.7,0.8,0.0,68.5,1.88,1.5
Chile,2011,CHL,25.3,,,,,3.8,51.0,44.5,63.0,53.19,24.5,37.7,16.0,7.7,18.0,1.0,28.0,5.4,2.3,,,,,,,,,,,70.6,16.2,21.733333333333334,24.46666666666667,24.46666666666667,-2.6,-6.6,0.6,0.7,0.0,69.3,1.82,1.3
Chile,2012,CHL,,423.0,441.04999999999995,445.0,,3.7,,,,50.84,23.4,35.6,,7.4,30.0,1.0,28.1,5.4,2.0,,,,,,,,,,,71.9,,,,,-3.3,-7.1,0.6,0.8,0.0,70.3,1.8,1.4
Chile,2013,CHL,22.5,,,,3.6,3.5,54.9,48.5,66.1,46.38,22.8,34.2,10.67,7.0,30.0,1.0,28.3,5.2,1.8,,,,,,,,,,,75.0,12.766666666666666,18.733333333333334,21.066666666666666,22.433333333333334,-3.8,-6.2,0.6,0.8,0.0,71.1,1.79,1.4
Chile,2014,CHL,,,,,3.3,3.6,,,,44.13,21.1,31.7,,7.2,30.0,1.0,28.5,5.2,,,,,,,,,,,,76.8,,,,,-4.0,-6.4,0.7,0.8,0.0,71.9,1.77,1.5
Chile,2015,CHL,21.1,422.6,458.6,446.9,3.3,3.4,56.4,50.1,67.4,38.82,21.1,31.3,14.29,6.9,30.0,1.0,28.8,5.1,,,,,,,,,,,18.8,78.0,11.433333333333332,17.966666666666665,20.7,21.266666666666666,,,0.8,1.0,0.0,71.5,1.74,1.7
Chile,2016,CHL,,,,,3.1,3.4,,,,31.81,20.4,29.8,,7.0,30.0,1.0,29.1,5.2,,,,,,,,,,,19.9,78.9,,,,,,,0.8,1.0,0.0,72.7,1.68,1.8
Chile,2017,CHL,21.5,,,,3.2,3.3,59.4,53.2,69.8,26.52,19.7,29.9,12.5,7.1,30.0,1.0,29.4,5.5,,,,,,,,,,,21.3,79.2,11.733333333333334,18.4,21.8,20.633333333333333,,,0.7,1.0,0.0,73.7,1.6,1.8
Chile,2018,CHL,,417.35,452.4,443.55,3.3,3.4,,,,22.54,18.8,28.2,,6.6,30.0,1.0,29.6,5.0,,,,,,,,,,,22.1,79.0,,,,,,,0.7,1.0,0.0,74.8,1.56,1.8
Chile,2019,CHL,,,,,3.2,,,,,18.69,18.2,26.9,,,30.0,1.0,29.9,,,,,,,,,,,,22.9,79.7,,,,,,,0.7,1.0,0.0,75.1,1.55,1.8
Chile,2020,CHL,,,,,2.2,,,,,15.3,18.5,18.9,8.6,,30.0,1.0,30.1,,,,,,,,,,,,19.5,77.5,15.5,23.366666666666664,26.099999999999998,27.7,,,2.2,1.1,,,1.54,
Chile,2021,CHL,,,,,,,,,,15.3,19.0,27.1,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.54,
Chile,2022,CHL,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
China (People's Republic of),2001,CHN,,,,,,,,,,2.7,,,,28.2,,,26.3,20.0,,,,,,,,,,,,,,,,,,,,,,,1.56,
China (People's Republic of),2002,CHN,,,,,,,,,,2.68,,,,26.2,,,26.6,18.4,,,,,,,,,,,,,,,,,,,,,,,1.57,
China (People's Republic of),2003,CHN,,,,,,,,,,5.25,,,,24.1,,,26.6,16.8,,,,,,,,,,,,,,,,,,,,,,,1.57,
China (People's Republic of),2004,CHN,,,,,,,,,,5.56,,,,22.2,,,26.6,15.3,,,,,,,,,,,,,,,,,,,,,,,1.61,
China (People's Republic of),2005,CHN,,,,,,,,,,6.34,,,,20.3,,,26.7,13.8,,,,,,,,,,,,,,,,,,,,,,,1.62,
China (People's Republic of),2006,CHN,,,,,,,,,,4.59,,,,18.7,,,26.8,12.5,,,,,,,,,,,,,,,,,,,,,,,1.64,
China (People's Republic of),2007,CHN,,,,,,,,,,3.83,,,,17.2,,,27.3,11.3,,,,,,,,,,,,,,,,,,,,,,,1.67,
China (People's Republic of),2008,CHN,,,,,,,,,,5.26,,,,15.8,,,28.1,10.2,,,,,,,,,,,,,,,,,,,,,,,1.7,
China (People's Republic of),2009,CHN,,,,,,,,,,6.16,,,,14.6,,,28.3,9.2,,,,,,,,,,,,,,,,,,,,,,,1.71,
China (People's Republic of),2010,CHN,,,,,2.0,9.3,,,,5.93,14.0,,,13.6,,,28.2,8.4,,,,,,,,,,,,,,,,,,,,,,,1.69,
China (People's Republic of),2011,CHN,33.1,,,,1.6,9.3,,,,6.16,,,,12.6,,,28.4,7.7,,,,,,,,,,,,,,,,,,,,,,,1.67,
China (People's Republic of),2012,CHN,,,,,1.8,9.6,,,,6.72,,,,11.6,,,27.6,7.0,,,,,,,,,,,,,,,,,,,,,,,1.8,
China (People's Republic of),2013,CHN,,,,,,,,,,7.84,,,,10.8,,,27.9,6.4,,,,,,,,,,,,,,,,,,,,,,,1.71,
China (People's Republic of),2014,CHN,,,,,,,,,,11.19,,,,10.0,,,28.0,5.9,,,,,,,,,,,,,,,,,,,,,,,1.77,
China (People's Republic of),2015,CHN,,,,,,,,,,9.19,,,,9.2,,,27.4,5.5,,,,,,,,,,,,,,,,,,,,,,,1.67,
China (People's Republic of),2016,CHN,,,,,,,,,,,,,,8.5,,,28.4,5.0,,,,,,,,,,,,,,,,,,,,,,,1.77,
China (People's Republic of),2017,CHN,,,,,,,,,,,,,,7.9,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,1.81,
China (People's Republic of),2018,CHN,,,,,,,,,,,,,,7.4,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,1.55,
China (People's Republic of),2019,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,
China (People's Republic of),2020,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,
China (People's Republic of),2021,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,
Colombia,2001,COL,,,,,,,,,,75.9,29.5,46.23,,24.0,12.0,0.0,27.5,13.1,,,,,,,,,,,,,,,,,,,,,,,2.52,
Colombia,2002,COL,,,,,,,,,,72.5,28.7,46.0,,23.0,12.0,0.0,27.8,12.7,,,,,,,,,,,,,,,,,,,,,,,2.46,
Colombia,2003,COL,,,,,,,,,,73.61,28.6,52.1,,22.1,12.0,0.0,28.0,12.4,,,,,,,,,,,,,,,,,,,,,,,2.4,
Colombia,2004,COL,,,,,,,,,,75.04,28.9,47.3,,21.3,12.0,0.0,28.3,12.0,,,,,,,,,,,,,,,,,,,,,,,2.33,
Colombia,2005,COL,,,,,,,,,,74.66,29.4,48.2,,20.4,12.0,0.0,28.6,11.7,,,,,,,,,,,,,,,,,,,,,,,2.26,
Colombia,2006,COL,,370.85,384.6,388.4,,,,,,75.58,,46.6,,20.0,12.0,0.0,28.9,11.4,,,,,,,,,,,,,,,,,,,,,,,2.2,
Colombia,2007,COL,,,,,,,,,,76.12,29.2,46.0,1.34,19.6,12.0,0.0,29.1,11.1,,,,,,,,,,,,,22.099999999999998,26.633333333333336,30.96666666666667,27.266666666666666,,,,,,,2.14,
Colombia,2008,COL,,,,,,,,,,76.04,28.7,45.5,1.74,19.2,12.0,0.0,29.3,10.7,,,,,,,,,,,,,20.833333333333332,25.666666666666668,30.0,27.066666666666663,,,,,,,2.08,
Colombia,2009,COL,,381.6,412.95000000000005,402.25,,,,,,73.97,27.5,46.4,3.38,18.8,12.0,0.0,29.4,10.4,,,,,,,,,,,,,20.3,24.899999999999995,29.46666666666667,25.733333333333334,,,,,,,2.03,
Colombia,2010,COL,,,,,,,,,,68.85,26.3,45.9,6.43,18.4,12.0,0.0,29.6,10.1,,,,,,,,,,,,,19.53333333333333,23.766666666666666,28.066666666666666,24.433333333333334,,,0.4,1.0,0.0,,1.99,1.4
Colombia,2011,COL,,,,,,,,,,69.97,26.0,45.3,3.53,17.8,14.0,1.6,29.7,9.8,,,,,,,,,,,,,19.366666666666667,23.266666666666666,27.399999999999995,23.666666666666668,,,0.3,1.0,0.0,,1.96,1.2
Colombia,2012,COL,,377.25,402.85,399.2,,,,,,72.59,25.0,44.8,8.2,17.5,14.0,1.6,29.8,9.4,,,,,,,,,,,,,19.5,22.76666666666667,26.099999999999998,23.133333333333336,,,0.2,1.3,0.0,,1.93,1.5
Colombia,2013,COL,,,,,,,,,,69.25,24.5,43.5,7.14,17.2,14.0,1.6,29.9,9.1,,,,,,,,,,,,,19.0,22.2,25.733333333333334,22.400000000000002,,,0.3,1.5,0.0,,1.91,1.7
Colombia,2014,COL,,,,,,,,,,67.44,24.4,42.9,9.6,17.2,14.0,1.6,29.9,8.8,,,,,,,,,,,,,18.366666666666667,21.566666666666666,24.900000000000002,21.733333333333334,,,0.4,1.5,0.0,,1.88,1.8
Colombia,2015,COL,,389.95,424.5,416.0,,,,,,63.95,23.9,41.9,11.14,17.1,14.0,1.6,30.0,8.6,,,,,,,,,,,31.9,78.5,18.0,21.233333333333334,24.733333333333334,21.3,,,0.4,1.6,0.0,,1.86,2.0
Colombia,2016,COL,,,,,,,,,,61.56,23.5,40.5,7.09,16.8,14.0,1.6,30.0,8.3,,,,,,,,,,,57.0,63.5,17.933333333333334,21.5,24.7,22.2,,,0.3,1.5,0.0,,1.84,1.8
Colombia,2017,COL,,,,,,,,,,61.11,23.4,39.8,7.69,,18.0,1.6,30.0,8.0,,,,,,,,,,,44.0,73.0,18.633333333333336,22.2,25.3,22.866666666666664,,,0.3,1.3,0.0,,1.82,1.7
Colombia,2018,COL,,391.15,412.2,413.45000000000005,,,,,,58.81,24.0,39.3,5.79,,18.0,1.6,30.1,7.8,,,,,,,,,,,35.3,79.7,19.3,23.133333333333336,26.600000000000005,23.666666666666668,,,0.3,1.4,0.0,,1.79,1.7
Colombia,2019,COL,,,,,,,,,,56.62,24.2,38.9,4.0,,18.0,1.6,30.2,,,,,,,,,,,,25.9,84.3,20.233333333333334,24.099999999999998,27.766666666666666,24.333333333333332,,,0.2,1.5,0.0,,1.77,1.8
Colombia,2020,COL,,,,,,,,,,53.18,25.9,30.7,,,18.0,1.6,30.2,,,,,,,,,,,,29.8,83.5,22.900000000000002,30.266666666666666,35.36666666666667,32.46666666666667,,,1.0,1.7,,,1.74,
Colombia,2021,COL,,,,,,,,,,51.84,26.8,43.2,,,18.0,1.6,30.4,,,,,,,,,,,,,,21.900000000000002,27.633333333333336,31.566666666666666,29.166666666666668,,,,,,,1.72,
Colombia,2022,COL,,,,,,,,,,,,,,,18.0,2.0,,,,,,,,,,,,,,,21.2,24.866666666666664,27.633333333333336,25.599999999999998,,,,,,,,
Costa Rica,2001,CRI,,,,,,6.0,42.9,37.1,73.0,76.7,37.3,,,10.4,17.3,0.0,26.5,7.4,,,,,,,,,,,,,,,,,,,,,,53.5,2.33,
Costa Rica,2002,CRI,,,,,,5.9,42.4,37.5,70.7,70.26,36.8,,,9.9,17.3,0.0,26.4,7.2,,,,,,,,,,,,,,,,,,,,,,55.3,2.2,
Costa Rica,2003,CRI,,,,,,6.0,42.5,37.0,70.1,70.78,36.6,,,10.1,17.3,0.0,26.4,7.1,,,,,,,,,,,,,,,,,,,,,,57.0,2.14,
Costa Rica,2004,CRI,,,,,,6.1,41.8,36.2,70.6,69.31,37.8,,,9.3,17.3,0.0,26.4,7.1,,,,,,,,,,,,,,,,,,,,,,58.9,2.08,
